4.136430749750988930e+07,-2.697286769635710400e+06,-2.302933759770578705e+06,-4.696155204417002387e+06,-4.415444145919582807e+06,-4.761292028119649738e+06,-4.664420821848443709e+06,-4.286875619717120193e+06,-1.157240467466835398e+06,-2.312764146815736778e+06
-2.697286769635710400e+06,3.672284048527418822e+07,-5.076143102588924579e+06,-4.828846823524359614e+06,-5.443919706557061523e+06,-4.679119935373388231e+06,-4.051042903527534101e+06,-4.197951853596799076e+06,-1.615696709739418700e+06,2.061848930944956839e+06
-2.302933759770578705e+06,-5.076143102588924579e+06,4.921553018183779716e+07,-1.611273263146643061e+06,-6.775965762408430455e+05,-1.703699906917415094e+06,-8.606518929442206863e+05,-2.148556673194578383e+06,-5.564109365833335556e+06,-6.027516414506793953e+06
-4.696155204417002387e+06,-4.828846823524359614e+06,-1.611273263146643061e+06,4.455667854718583077e+07,-1.909497008160189260e+06,3.957614770281683188e+06,-1.320039577464660862e+06,-2.213308200605821330e+06,-5.819526668818724342e+06,-4.441381651553286240e+06
-4.415444145919582807e+06,-5.443919706557061523e+06,-6.775965762408430455e+05,-1.909497008160189260e+06,4.700666808797536790e+07,-1.758832576350003947e+06,-2.105214947741650976e+06,5.703223639176535653e+05,-5.761422079178422689e+06,-5.523012757886496373e+06
-4.761292028119649738e+06,-4.679119935373388231e+06,-1.703699906917415094e+06,3.957614770281683188e+06,-1.758832576350003947e+06,4.947159829347030818e+07,-2.432131811273795087e+06,9.885745502175504807e+05,-5.968507859689668752e+06,-4.300535988415966742e+06
-4.664420821848443709e+06,-4.051042903527534101e+06,-8.606518929442206863e+05,-1.320039577464660862e+06,-2.105214947741650976e+06,-2.432131811273795087e+06,4.483321215055102110e+07,-4.379271019362973049e+06,-4.893823983133572154e+06,-4.547699554363723844e+06
-4.286875619717120193e+06,-4.197951853596799076e+06,-2.148556673194578383e+06,-2.213308200605821330e+06,5.703223639176535653e+05,9.885745502175504807e+05,-4.379271019362973049e+06,4.736735832586802542e+07,-5.300962419264636002e+06,-3.771686537146989722e+06
-1.157240467466835398e+06,-1.615696709739418700e+06,-5.564109365833335556e+06,-5.819526668818724342e+06,-5.761422079178422689e+06,-5.968507859689668752e+06,-4.893823983133572154e+06,-5.300962419264636002e+06,3.594333116895298660e+07,-1.920324468546650140e+06
-2.312764146815736778e+06,2.061848930944956839e+06,-6.027516414506793953e+06,-4.441381651553286240e+06,-5.523012757886496373e+06,-4.300535988415966742e+06,-4.547699554363723844e+06,-3.771686537146989722e+06,-1.920324468546650140e+06,3.897102093401706964e+07
