layer,avg,nfilters
conv1,15.5539319072,192
conv2,3.40674860086,160
conv3,0.582846590034,96
conv4,6.35092384579,192
conv5,5.57155666462,192
conv6,2.61383990666,192
conv8,19.6125736518,192
conv9,33.159830385,192
conv10,38.5974725248,10
