layer,avg,nfilters
conv1,0.434187174058,64
res2a,5.02531033922,256
res2b,6.44241745233,256
res2c,4.30944189817,256
res3a,4.13359464252,512
res3b,3.10042290545,512
res3c,2.87990524524,512
res3d,3.4017268996,512
res4a,4.3211317845,1024
res4b,3.50660929206,1024
res4c,3.71136709718,1024
res4d,3.64856377932,1024
res4e,3.69013819568,1024
res4f,3.50312072063,1024
res5a,12.154132848,2048
res5b,14.3419084844,2048
res5c,16.6029850378,2048
fc1000,63573.8791738,1000
