layer,avg
conv1,0.167853462185
res2a,0.203167440177
res2b,0.17913547695
res2c,0.215080722343
res3a,0.219184710006
res3b,0.140145792598
res3c,0.111868277884
res3d,0.214154096761
res4a,0.379711908161
res4b,0.205163090947
res4c,0.113672497447
res4d,0.079173097569
res4e,0.0639269134273
res4f,0.0954983586995
res5a,2.03717710568
res5b,4.99473814017
res5c,307.706702409
fc1000,552546.061516
