Full Name, Network, Real Name, Batch Size, Multiply-Acc., Param., Top-1 Acc., Top-5 Acc., GPU Forward, CPU Forward
1, 1, msrc-resnet50-mirror-earlylr, 10, 3857974312, 25503976, 0.72992, 0.91566, 116.452, 6209.58
