layer,avg,nfilters
conv1,0.135845357366,192
conv2,0.014332566835,160
conv3,0.00410912585573,96
conv4,0.0175907089287,192
conv5,0.00317360057599,192
conv6,0.000868187509958,192
conv8,0.0148163520497,192
conv9,0.0048910811334,192
conv10,305.584163998,10
