layer,avg,nfilters
conv1,3.81571506617,192
conv2,0.63301113291,160
conv3,0.0894144318637,96
conv4,1.52981631158,192
conv5,1.15384319681,192
conv6,0.773182060135,192
conv8,4.61051833176,192
conv9,9.96322422827,192
conv10,27.7817847101,10
