Full Name, Network, Real Name, Batch Size, Multiply-Acc., Param., Top-1 Acc., Top-5 Acc., GPU Forward, CPU Forward
1, 1, msrc-googlenet-initfixfinal-bn, 32, 1716324392, 18809576, 0.694499, 0.894482, 140.597, 10066.7
