layer,avg,nfilters
conv1,4.99730442365,192
conv2,0.37166005407,160
conv3,0.0275515775565,96
conv4,0.33227951051,192
conv5,0.232720341074,192
conv6,0.172460531127,192
conv8,1.01287720475,192
conv9,1.83121404089,192
conv10,21.9358340572,10

