0 0 0.0
0 1 -0.0024
0 2 -0.0032
0 3 -0.0008
0 4 -0.0024
0 5 -0.0024
0 6 -0.0008
0 7 -0.0016
0 8 -0.0008
0 9 -0.008
0 10 -0.0056
0 11 -0.0024
0 12 -0.0056
0 13 -0.004
0 14 0.0008
0 15 -0.0016
0 16 -0.0016
0 17 -0.0024
0 18 -0.0016
0 19 -0.0008
0 20 -0.0016
0 21 -0.0016
0 22 -0.0032
0 23 -0.0048
0 24 0.0
0 25 -0.0032
0 26 -0.0024
0 27 0.0
0 28 0.0008
0 29 -0.004
0 30 -0.0024
0 31 -0.0016
0 32 -0.008
0 33 -0.0024
0 34 0.0008
0 35 -0.0048
0 36 -0.0008
0 37 -0.0048
0 38 -0.0032
0 39 -0.004
0 40 -0.0008
0 41 -0.0024
0 42 -0.0032
0 43 -0.0056
0 44 -0.0032
0 45 -0.0024
0 46 -0.0032
0 47 -0.0168
0 48 -0.0008
0 49 -0.0024
0 50 -0.0008
0 51 -0.0088
0 52 -0.004
0 53 -0.004
0 54 -0.0112
0 55 -0.0056
0 56 -0.0032
0 57 -0.0008
0 58 -0.0008
0 59 -0.0032
0 60 -0.008
0 61 -0.0008
0 62 -0.0032
0 63 0.0

1 0 -0.0024
1 1 -0.0024
1 2 -0.004
1 3 0.0008
1 4 -0.0032
1 5 -0.0016
1 6 -0.0024
1 7 -0.0008
1 8 -0.0008
1 9 -0.0088
1 10 -0.0064
1 11 -0.0032
1 12 -0.0056
1 13 -0.0024
1 14 0.0
1 15 -0.0024
1 16 -0.0032
1 17 -0.0048
1 18 -0.004
1 19 -0.0016
1 20 -0.0048
1 21 -0.0016
1 22 -0.0032
1 23 -0.004
1 24 -0.0024
1 25 -0.0024
1 26 -0.0032
1 27 0.0
1 28 0.0
1 29 -0.0024
1 30 -0.0048
1 31 -0.004
1 32 -0.0056
1 33 -0.0016
1 34 -0.0008
1 35 -0.0056
1 36 0.0
1 37 -0.0032
1 38 -0.0032
1 39 -0.0024
1 40 0.0
1 41 -0.0016
1 42 -0.0024
1 43 -0.0064
1 44 -0.004
1 45 -0.0032
1 46 -0.0016
1 47 -0.0136
1 48 -0.0016
1 49 -0.0032
1 50 -0.0024
1 51 -0.008
1 52 -0.0048
1 53 -0.0024
1 54 -0.0144
1 55 -0.004
1 56 -0.0064
1 57 -0.0024
1 58 -0.0032
1 59 -0.004
1 60 -0.0064
1 61 -0.004
1 62 -0.0032
1 63 -0.0008

2 0 -0.0032
2 1 -0.004
2 2 -0.0032
2 3 -0.0056
2 4 -0.0064
2 5 -0.004
2 6 -0.0056
2 7 -0.0072
2 8 -0.0024
2 9 -0.0136
2 10 -0.0064
2 11 -0.0104
2 12 -0.0096
2 13 -0.0056
2 14 -0.004
2 15 -0.0032
2 16 -0.0032
2 17 -0.0056
2 18 -0.0024
2 19 -0.0048
2 20 -0.004
2 21 -0.0072
2 22 -0.0032
2 23 -0.0072
2 24 -0.0032
2 25 -0.0032
2 26 -0.0072
2 27 -0.004
2 28 -0.0048
2 29 -0.0088
2 30 -0.008
2 31 -0.0032
2 32 -0.0096
2 33 -0.012
2 34 -0.0048
2 35 -0.0088
2 36 0.0
2 37 -0.0048
2 38 -0.0088
2 39 -0.0056
2 40 -0.0056
2 41 -0.0088
2 42 -0.004
2 43 -0.0024
2 44 -0.004
2 45 -0.004
2 46 -0.0056
2 47 -0.0104
2 48 -0.0032
2 49 -0.0072
2 50 -0.0016
2 51 -0.008
2 52 -0.0032
2 53 -0.004
2 54 -0.0088
2 55 -0.0064
2 56 -0.008
2 57 -0.0056
2 58 -0.0032
2 59 -0.0064
2 60 -0.0072
2 61 -0.004
2 62 -0.0064
2 63 -0.0048

3 0 -0.0008
3 1 0.0008
3 2 -0.0056
3 3 -0.0008
3 4 -0.0016
3 5 -0.008
3 6 -0.0008
3 7 0.0008
3 8 -0.0024
3 9 -0.0064
3 10 -0.008
3 11 0.0
3 12 -0.004
3 13 -0.0032
3 14 -0.0008
3 15 0.0008
3 16 -0.0008
3 17 -0.0064
3 18 -0.0016
3 19 -0.0016
3 20 -0.004
3 21 -0.0048
3 22 -0.0032
3 23 -0.0048
3 24 -0.0008
3 25 -0.0056
3 26 -0.0024
3 27 -0.0032
3 28 -0.0024
3 29 -0.0016
3 30 -0.0024
3 31 -0.004
3 32 -0.0112
3 33 -0.004
3 34 -0.0008
3 35 -0.0024
3 36 -0.0008
3 37 -0.0056
3 38 -0.0016
3 39 -0.0048
3 40 -0.0024
3 41 -0.0032
3 42 0.0
3 43 -0.0056
3 44 -0.0064
3 45 -0.0024
3 46 -0.0008
3 47 -0.0216
3 48 -0.0048
3 49 -0.004
3 50 -0.0016
3 51 -0.016
3 52 -0.0064
3 53 -0.0032
3 54 -0.0112
3 55 -0.0064
3 56 -0.0016
3 57 -0.004
3 58 0.0
3 59 0.0
3 60 -0.0088
3 61 0.0008
3 62 -0.0008
3 63 0.0

4 0 -0.0024
4 1 -0.0032
4 2 -0.0064
4 3 -0.0016
4 4 -0.0024
4 5 -0.0032
4 6 -0.0064
4 7 -0.0048
4 8 -0.0024
4 9 -0.0088
4 10 -0.0072
4 11 -0.0024
4 12 -0.004
4 13 -0.0032
4 14 -0.0176
4 15 -0.0032
4 16 -0.0024
4 17 0.0016
4 18 -0.0024
4 19 -0.0032
4 20 -0.0064
4 21 -0.0024
4 22 -0.0048
4 23 -0.0056
4 24 -0.0024
4 25 -0.0008
4 26 -0.0032
4 27 -0.0008
4 28 -0.004
4 29 -0.0064
4 30 -0.0048
4 31 -0.0056
4 32 -0.0112
4 33 -0.0072
4 34 -0.0016
4 35 -0.0032
4 36 -0.0016
4 37 -0.0048
4 38 -0.0088
4 39 -0.0024
4 40 -0.0024
4 41 -0.0048
4 42 -0.0032
4 43 -0.0064
4 44 -0.0064
4 45 -0.0032
4 46 -0.0032
4 47 -0.0184
4 48 -0.0024
4 49 -0.0032
4 50 -0.0008
4 51 -0.008
4 52 -0.0032
4 53 -0.0024
4 54 -0.008
4 55 -0.0064
4 56 -0.0064
4 57 -0.0064
4 58 -0.004
4 59 -0.0064
4 60 -0.0048
4 61 -0.0032
4 62 -0.0032
4 63 -0.0024

5 0 -0.0024
5 1 -0.0016
5 2 -0.004
5 3 -0.008
5 4 -0.0032
5 5 -0.0024
5 6 -0.004
5 7 -0.0008
5 8 -0.0032
5 9 -0.0112
5 10 -0.0072
5 11 -0.0032
5 12 -0.004
5 13 -0.004
5 14 -0.0048
5 15 -0.0048
5 16 -0.0016
5 17 -0.0032
5 18 -0.0008
5 19 -0.0016
5 20 -0.0064
5 21 -0.0032
5 22 -0.0048
5 23 -0.0072
5 24 -0.0024
5 25 -0.004
5 26 -0.0048
5 27 -0.0032
5 28 0.0
5 29 -0.0064
5 30 -0.004
5 31 -0.004
5 32 -0.0088
5 33 -0.0048
5 34 0.0
5 35 -0.0032
5 36 -0.0016
5 37 -0.0064
5 38 -0.0048
5 39 -0.0056
5 40 -0.004
5 41 -0.004
5 42 -0.0024
5 43 -0.0056
5 44 -0.0056
5 45 -0.0008
5 46 -0.0064
5 47 -0.0168
5 48 -0.0048
5 49 -0.0056
5 50 -0.0032
5 51 -0.0096
5 52 -0.008
5 53 -0.0032
5 54 -0.0176
5 55 -0.0064
5 56 -0.0032
5 57 -0.0024
5 58 -0.0032
5 59 -0.004
5 60 -0.0104
5 61 -0.0032
5 62 -0.004
5 63 -0.004

6 0 -0.0008
6 1 -0.0024
6 2 -0.0056
6 3 -0.0008
6 4 -0.0064
6 5 -0.004
6 6 -0.0008
6 7 -0.0048
6 8 -0.0016
6 9 -0.008
6 10 -0.004
6 11 -0.004
6 12 -0.0032
6 13 -0.0032
6 14 -0.0032
6 15 -0.0016
6 16 -0.0008
6 17 -0.0048
6 18 -0.0024
6 19 -0.004
6 20 -0.0056
6 21 -0.0016
6 22 -0.0016
6 23 -0.0048
6 24 -0.0008
6 25 -0.004
6 26 -0.0032
6 27 -0.0016
6 28 -0.0024
6 29 -0.0096
6 30 -0.0056
6 31 -0.0056
6 32 -0.0088
6 33 -0.004
6 34 -0.0072
6 35 -0.004
6 36 0.0008
6 37 -0.0072
6 38 -0.0112
6 39 -0.0016
6 40 -0.004
6 41 -0.0056
