5.179089859511337539e-06,-2.901148672669711478e-07,-1.174965184380283163e-06,-2.790295549043395449e-07,-4.963731123679774794e-07,-1.426720255455423859e-08,-1.962549714334963814e-07,-2.544743767807292399e-07,-1.410561266782269006e-06,-2.706380116692452626e-07
-2.901148672669711478e-07,3.263173559139829744e-06,2.909265960965504918e-07,-2.560128183675214871e-07,-2.043256691612586252e-07,-2.141076776155218692e-07,-2.028622837595727467e-07,-1.875361631300284793e-07,-3.979215738973273756e-07,-1.383603256158187989e-06
-1.174965184380283163e-06,2.909265960965504918e-07,8.430966429103811007e-06,-1.668355131741166916e-06,-8.529060816751871712e-07,-1.534550650607376637e-06,-1.014406998285669860e-06,-9.683600968088584440e-07,3.230415201541444530e-07,-2.657093362126302987e-07
-2.790295549043395449e-07,-2.560128183675214871e-07,-1.668355131741166916e-06,4.914955001811442407e-06,-3.516427015444615503e-07,-5.177959935047248187e-07,-3.876205275905179977e-07,-4.005363955550502721e-07,-4.247166781698611556e-07,-4.313827674311775896e-07
-4.963731123679774794e-07,-2.043256691612586252e-07,-8.529060816751871712e-07,-3.516427015444615503e-07,3.891032257081468592e-06,-2.445581897421232673e-07,-6.571192318229107330e-07,-3.718290823754506561e-07,-2.775615369379917575e-07,-1.087168312268166718e-07
-1.426720255455423859e-08,-2.141076776155218692e-07,-1.534550650607376637e-06,-5.177959935047248187e-07,-2.445581897421232673e-07,3.694761767782370117e-06,-2.281259438362638687e-07,-3.988780881839020578e-07,-1.758704524511073255e-07,-7.421452168516594630e-08
-1.962549714334963814e-07,-2.028622837595727467e-07,-1.014406998285669860e-06,-3.876205275905179977e-07,-6.571192318229107330e-07,-2.281259438362638687e-07,3.558381607197431075e-06,-2.165139708577747274e-07,-2.300433886285199356e-07,-8.836951305431755951e-08
-2.544743767807292399e-07,-1.875361631300284793e-07,-9.683600968088584440e-07,-4.005363955550502721e-07,-3.718290823754506561e-07,-3.988780881839020578e-07,-2.165139708577747274e-07,3.652456023203323062e-06,-2.428828337106760695e-07,-4.080302812250430967e-07
-1.410561266782269006e-06,-3.979215738973273756e-07,3.230415201541444530e-07,-4.247166781698611556e-07,-2.775615369379917575e-07,-1.758704524511073255e-07,-2.300433886285199356e-07,-2.428828337106760695e-07,3.839387593198156821e-06,-7.308419188577531758e-07
-2.706380116692452626e-07,-1.383603256158187989e-06,-2.657093362126302987e-07,-4.313827674311775896e-07,-1.087168312268166718e-07,-7.421452168516594630e-08,-8.836951305431755951e-08,-4.080302812250430967e-07,-7.308419188577531758e-07,4.736477451739142056e-06
