1.000000000000000000e+00,7.573171363656142074e-02,-2.553941679098369333e-01,-9.347076176825072635e-02,-1.009342015827125044e-01,-6.281415700797787771e-02,-1.007391223879552933e-01,-3.207117403371684272e-01,9.179329352723572533e-02,-2.039688557658333179e-01
7.573171363656143462e-02,9.999999999999997780e-01,-2.855957020986382711e-01,-9.398294139417112669e-02,-1.954536450129030489e-01,5.152743280558882283e-02,-3.742315475940680841e-02,-2.348021086442451666e-01,-1.668991060062784415e-01,2.053250042167524270e-01
-2.553941679098369333e-01,-2.855957020986383266e-01,1.000000000000000000e+00,-2.291069042094243668e-01,-1.614811633272647262e-01,4.906877245112620245e-02,-6.064900350617896674e-02,3.342670656808829355e-01,-3.434886497450629905e-01,-2.621255894050986135e-01
-9.347076176825074023e-02,-9.398294139417112669e-02,-2.291069042094243668e-01,1.000000000000000000e+00,-2.917073093458705940e-02,-1.285999308869663904e-01,-2.695443702004040598e-01,-2.338721507984783121e-01,-8.770157721186552791e-02,7.910851937426481573e-02
-1.009342015827125044e-01,-1.954536450129030489e-01,-1.614811633272647262e-01,-2.917073093458705940e-02,1.000000000000000000e+00,-3.452142193371418033e-01,1.331526377004418060e-01,-2.044803928117198133e-01,-8.720980315714858822e-02,-2.120784846485405106e-01
-6.281415700797786383e-02,5.152743280558882283e-02,4.906877245112620939e-02,-1.285999308869664182e-01,-3.452142193371418588e-01,1.000000000000000000e+00,-9.856846352334103223e-02,1.030233247221752219e-01,-1.741930834217126356e-01,-1.090883043511908929e-01
-1.007391223879552933e-01,-3.742315475940680841e-02,-6.064900350617897368e-02,-2.695443702004040598e-01,1.331526377004418338e-01,-9.856846352334103223e-02,9.999999999999998890e-01,-1.427065794371440433e-01,-2.087287629744083994e-01,-1.002376009667614448e-01
-3.207117403371684827e-01,-2.348021086442451666e-01,3.342670656808829910e-01,-2.338721507984783399e-01,-2.044803928117197855e-01,1.030233247221752219e-01,-1.427065794371440433e-01,9.999999999999998890e-01,-1.309167532316892202e-01,-1.126987507188584869e-01
9.179329352723572533e-02,-1.668991060062784415e-01,-3.434886497450629905e-01,-8.770157721186552791e-02,-8.720980315714857434e-02,-1.741930834217126634e-01,-2.087287629744083994e-01,-1.309167532316892202e-01,9.999999999999997780e-01,-9.374531487991381862e-02
-2.039688557658333179e-01,2.053250042167524270e-01,-2.621255894050986135e-01,7.910851937426481573e-02,-2.120784846485404829e-01,-1.090883043511908790e-01,-1.002376009667614587e-01,-1.126987507188584869e-01,-9.374531487991381862e-02,1.000000000000000000e+00
