1, 0.0, 0.0, 0.0, 1, 1, 0
2, 0.35898950696, 0.818191170692, 0.207877248526, 0, 0, 4
3, 0.365541040897, 0.819818079472, 0.195697456598, 0, 0, 9
4, 0.0, 0.829170286655, 0.235500991344, 1, 1, 15
5, 0.0311092343181, 0.602392196655, 0.138296440244, 0, 0, 25
6, 0.0268718600273, 0.44224819541, 0.115433894098, 0, 0, 36
7, 0.0364807248116, 0.382433593273, 0.0856927484274, 0, 0, 49
8, -2.82128644358e-06, 0.510459005833, 0.148996636271, 0, 1, 63
9, 0.0367419160903, 0.304558217525, 0.0598094016314, 0, 0, 81
10, 0.0273493584245, 0.24265165627, 0.047594808042, 0, 0, 100
11, 0.00949349533767, 0.26176071167, 0.0543053857982, 0, 0, 121
12, 0.00921110063791, 0.163456335664, 0.0281311515719, 0, 0, 144
13, 0.0108895329759, 0.153084039688, 0.0260882955045, 0, 0, 169
14, 0.00850570946932, 0.100204706192, 0.0152954319492, 0, 0, 196
15, -1.15483999252e-06, 0.125619709492, 0.0233338717371, 0, 1, 224
16, -1.89493096059e-06, 0.148184224963, 0.0314226932824, 0, 3, 253
17, 0.00182598584797, 0.060473818332, 0.00970782153308, 0, 0, 289
18, 2.29974580179e-06, 0.110348336399, 0.0182040780783, 0, 0, 324
19, -7.04576586941e-06, 0.134662091732, 0.0198471415788, 0, 8, 353
20, -5.13295344717e-05, 0.071731261909, 0.0118592586368, 0, 3, 397
21, 0.00246377289295, 0.0430852584541, 0.00578275695443, 0, 0, 441
22, -2.48352680643e-08, 0.0256908368319, 0.00454845000058, 1, 1, 483
23, 6.98616131558e-05, 0.0355232544243, 0.004937145859, 0, 0, 529
24, -4.89254773584e-07, 0.0253193955868, 0.00411475403234, 0, 1, 575
25, 0.000111971050501, 0.0214139092714, 0.00370171363465, 0, 0, 625
26, 4.22199576633e-07, 0.0246317330748, 0.00328477611765, 0, 0, 676
27, -3.19965183735e-05, 0.0271844230592, 0.00423084292561, 2, 10, 719
28, -1.1498729009e-06, 0.0154700046405, 0.00272548128851, 0, 3, 781
29, -6.64343417611e-07, 0.0125013589859, 0.00210027163848, 0, 1, 840
30, 4.48276608722e-07, 0.0153300873935, 0.00226806616411, 0, 0, 900
31, -3.23976087202e-06, 0.0152387423441, 0.00246238382533, 1, 18, 943
32, 6.2572457864e-06, 0.0151919834316, 0.00182283006143, 0, 0, 1024
33, 1.81297465929e-07, 0.0125596215948, 0.00194015377201, 0, 0, 1089
34, -0.000449864804978, 0.0117658888921, 0.00171336904168, 0, 11, 1145
35, -0.000116657465696, 0.0166721567512, 0.00216245604679, 1, 10, 1215
36, -5.55068254471e-07, 0.00901933386922, 0.00137117120903, 0, 1, 1295
37, -0.000257824867731, 0.00967681407928, 0.00169182848185, 0, 11, 1358
38, -7.28840605007e-05, 0.00877649988979, 0.00125572620891, 0, 1, 1443
39, -1.38332450206e-06, 0.0098835201934, 0.00149469205644, 1, 4, 1517
40, -1.70494115537e-06, 0.00866347085685, 0.00130761240143, 0, 1, 1599
41, -9.68823860603e-06, 0.00994353275746, 0.00140052218921, 0, 3, 1678
42, -0.000132975474116, 0.00938465446234, 0.00137406366412, 0, 5, 1759
43, 4.23441315434e-06, 0.00589991500601, 0.000842620502226, 0, 0, 1849
44, 1.91604103748e-05, 0.00713847344741, 0.00102474191226, 0, 0, 1936
45, -0.000220194458961, 0.00557972677052, 0.000901459599845, 0, 4, 2021
46, -0.000173853084561, 0.00850736629218, 0.00132939906325, 4, 13, 2103
47, -2.48352693966e-09, 0.00734541704878, 0.001038600225, 1, 1, 2208
48, -0.00011144454038, 0.00626780325547, 0.000933447096031, 0, 9, 2295
49, -0.000316779449349, 0.00908358301967, 0.00106681941543, 0, 12, 2389
50, -2.70704435934e-06, 0.00794461742043, 0.00114993168972, 0, 9, 2491
51, -1.46217644215e-05, 0.0057274736464, 0.00085596262943, 0, 3, 2598
52, -1.19376927614e-05, 0.00574875483289, 0.00093775143614, 0, 5, 2699
53, -9.3517206551e-05, 0.00548260658979, 0.000858890707605, 0, 10, 2799
54, -1.62553042173e-05, 0.00665429793298, 0.000796865671873, 0, 9, 2907
55, -1.24859309381e-06, 0.00423165271059, 0.000688555184752, 0, 3, 3022
56, -4.29662577517e-05, 0.00502450019121, 0.000737946422305, 0, 5, 3131
57, -0.000509197532665, 0.00456645153463, 0.000844738970045, 0, 47, 3202
