polynomialshift/lr,main/loss,validation/main/loss,iteration,elapsed_time,epoch,main/accuracy,validation/main/accuracy
0.09983319421247959,2.3038363456726074,1.8304409980773926,13,0.9624090194702148,1,0.375,0.4573412835597992
0.09966610925150703,1.793807029724121,1.8359287977218628,25,1.2437610626220703,2,0.4270833432674408,0.3998015820980072
0.099498743710662,1.6657651662826538,2.071810722351074,38,1.5280630588531494,3,0.49038460850715637,0.454365074634552
0.09933109617167561,1.7156314849853516,1.752663016319275,50,1.812251091003418,4,0.5052083134651184,0.4751984179019928
0.09916316520429011,1.7105271816253662,1.783736228942871,63,2.1076810359954834,5,0.4663461446762085,0.420634925365448
0.09899494936611666,1.668604850769043,1.8165476322174072,75,2.4266109466552734,6,0.4791666567325592,0.4186508059501648
0.09882644720249062,1.7044073343276978,1.8018417358398438,88,2.7505109310150146,7,0.49038460850715637,0.4404761791229248
0.09865765724632496,1.6432623863220215,1.74665367603302,100,3.061487913131714,8,0.4791666567325592,0.4642857015132904
0.09848857801796106,1.6670321226119995,1.8301090002059937,113,3.3762400150299072,9,0.5096153616905212,0.4196428656578064
0.09831920802501751,1.5957728624343872,1.7604312896728516,125,3.683867931365967,10,0.546875,0.5099206566810608
0.09814954576223639,1.573811411857605,1.5934697389602661,138,3.9854021072387695,11,0.6009615659713745,0.545634925365448
0.09797958971132713,1.254718542098999,1.2541193962097168,150,4.277477025985718,12,0.5989583134651184,0.5694444179534912
0.09780933834080807,1.1102936267852783,1.5846601724624634,163,4.567065954208374,13,0.6634615659713745,0.3730158805847168
0.0976387901058454,1.19246244430542,1.275137186050415,175,4.845673084259033,14,0.5677083134651184,0.5595238208770752
0.09746794344808964,1.0087847709655762,1.1705478429794312,188,5.135395050048828,15,0.6778846383094788,0.6121031641960144
0.09729679679550951,1.088028073310852,1.3259787559509277,200,5.432102918624878,16,0.640625,0.5545634627342224
0.0971253485622231,0.942261278629303,1.177632212638855,213,5.735482931137085,17,0.7163461446762085,0.6378968358039856
0.09695359714832658,1.0891371965408325,1.3073298931121826,225,6.071337938308716,18,0.6354166865348816,0.5625
0.09678154093971984,0.9876804947853088,1.3097771406173706,238,6.357161045074463,19,0.6875,0.4791666567325592
0.09660917830792959,1.0090395212173462,1.0995711088180542,250,6.633414030075073,20,0.6510416865348816,0.6944444179534912
0.09643650760992956,1.062035083770752,1.114087700843811,263,6.92328405380249,21,0.6490384340286255,0.6805555820465088
0.09626352718795768,0.968411922454834,2.192577362060547,275,7.204237937927246,22,0.7135416865348816,0.2033730149269104
0.0960902353693305,1.0813443660736084,1.1379964351654053,288,7.487868070602417,23,0.6538461446762085,0.5992063283920288
0.0959166304662544,0.9698648452758789,1.099244236946106,300,7.76648211479187,24,0.6510416865348816,0.6944444179534912
0.09574271077563382,0.9723599553108215,1.3705005645751953,313,8.065701961517334,25,0.6778846383094788,0.4513888955116272
0.09556847457887635,0.8911474347114563,1.1868677139282227,325,8.345494985580444,26,0.7447916865348816,0.5833333134651184
0.09539392014169457,0.9016817808151245,1.1910697221755981,338,8.63075304031372,27,0.754807710647583,0.6240079402923584
0.09521904571390466,0.9030091166496277,1.0590801239013672,350,8.910242080688477,28,0.7552083134651184,0.6984127163887024
0.09504384952922168,0.9454039335250854,1.1464532613754272,363,9.195244073867798,29,0.7259615659713745,0.6845238208770752
0.09486832980505139,0.8808419704437256,1.045270323753357,375,9.49400806427002,30,0.75,0.754960298538208
0.09469248474227861,0.8796263933181763,1.0886796712875366,388,9.785349130630493,31,0.7884615659713745,0.7132936716079712
0.09451631252505217,0.8953188061714172,1.5630762577056885,400,10.072354078292847,32,0.7708333134651184,0.4523809552192688
0.09433981132056604,0.8130022883415222,1.120260238647461,413,10.367592096328735,33,0.8221153616905212,0.6269841194152832
0.0941629792788369,0.8407623767852783,1.0301107168197632,425,10.658385992050171,34,0.7916666865348816,0.7857142686843872
0.0939858145324779,0.8101513981819153,1.0478123426437378,438,11.020571947097778,35,0.8269230723381042,0.7609127163887024
0.0938083151964686,0.9180919528007507,1.1386830806732178,450,11.322451114654541,36,0.7395833134651184,0.704365074634552
0.09363047936792093,0.780672013759613,1.3176981210708618,463,11.627195119857788,37,0.8221153616905212,0.5882936716079712
0.09345230512584124,0.9013040661811829,1.0749090909957886,475,11.93214201927185,38,0.734375,0.75
0.09327379053088815,0.7892680764198303,1.0640945434570312,488,12.228543043136597,39,0.8461538553237915,0.7490079402923584
0.09309493362512627,1.118444561958313,1.409741759300232,500,12.515523910522461,40,0.609375,0.5009920597076416
0.0929157324317757,0.9528719186782837,1.0356085300445557,513,12.806813955307007,41,0.6778846383094788,0.7579365372657776
0.09273618495495704,0.8138847351074219,1.0341941118240356,525,13.091275930404663,42,0.8333333134651184,0.7857142686843872
0.09255628917943215,0.8420583009719849,1.1917439699172974,538,13.380500078201294,43,0.8125,0.7013888955116272
0.09237604307034013,0.8001014590263367,1.0832844972610474,550,13.66216492652893,44,0.7760416865348816,0.658730149269104
0.09219544457292889,0.8389704823493958,1.1407756805419922,563,13.947853088378906,45,0.745192289352417,0.6240079402923584
0.09201449161228176,0.8068661093711853,1.1344581842422485,575,14.232573986053467,46,0.828125,0.7013888955116272
0.09183318209303941,0.8867689967155457,1.0389598608016968,588,14.521965026855469,47,0.7980769276618958,0.75
0.0916515138991168,0.7279836535453796,1.103126049041748,600,14.803103923797607,48,0.8229166865348816,0.7460317611694336
0.09146948489341496,0.8071154952049255,1.433772087097168,613,15.09207010269165,49,0.8125,0.5396825671195984
0.09128709291752769,0.9070549607276917,1.1911007165908813,625,15.381433963775635,50,0.7552083134651184,0.6964285969734192
0.091104335791443,0.7321597337722778,1.0158601999282837,638,15.67066502571106,51,0.8653846383094788,0.7559523582458496
0.09092121131323905,0.8954386711120605,1.190512776374817,650,16.011680126190186,52,0.7395833134651184,0.6438491940498352
0.09073771725877466,0.7675628066062927,1.231550931930542,663,16.344974040985107,53,0.8413461446762085,0.6319444179534912
0.09055385138137417,0.742950975894928,1.0389277935028076,675,16.63680410385132,54,0.875,0.7301587462425232
0.0903696114115064,0.7888560891151428,1.0307040214538574,688,16.928738117218018,55,0.8413461446762085,0.7599206566810608
0.09018499505645788,0.7876810431480408,1.2274824380874634,700,17.212958097457886,56,0.8125,0.58432537317276
0.09000000000000001,0.7060642838478088,1.0679519176483154,713,17.508336067199707,57,0.8846153616905212,0.7480158805847168
0.08981462390204986,0.7750539779663086,1.0132390260696411,725,17.79720711708069,58,0.859375,0.7728174328804016
0.08962886439832501,0.7780423760414124,1.2312545776367188,738,18.083497047424316,59,0.8605769276618958,0.6617063283920288
0.08944271909999159,0.9615185856819153,1.1209603548049927,750,18.36250901222229,60,0.7291666865348816,0.72817462682724
0.08925618559330589,0.7523359060287476,1.0379201173782349,763,18.64831304550171,61,0.8269230723381042,0.7232142686843872
0.08906926143924926,0.8520042300224304,1.065219759941101,775,18.928736925125122,62,0.8020833134651184,0.733134925365448
0.0888819441731559,0.7746768593788147,1.0444667339324951,788,19.217626094818115,63,0.7980769276618958,0.7609127163887024
0.0886942313043338,0.789165198802948,1.2253403663635254,800,19.499086141586304,64,0.8072916865348816,0.7222222089767456
0.08850612031567837,0.7262753844261169,1.1154224872589111,813,19.79339098930359,65,0.8365384340286255,0.7470238208770752
0.08831760866327848,0.6900351047515869,1.090431809425354,825,20.07791805267334,66,0.8645833134651184,0.7628968358039856
0.08812869377601523,0.7635458707809448,1.2255624532699585,838,20.367291927337646,67,0.8125,0.6696428656578064
0.0879393730551528,0.7661547660827637,1.0290331840515137,850,20.65034508705139,68,0.8229166865348816,0.7767857313156128
0.08774964387392123,0.6861574649810791,1.1026502847671509,863,21.001683950424194,69,0.875,0.7579365372657776
0.08755950357709132,0.8203318119049072,1.0670744180679321,875,21.37039613723755,70,0.7864583134651184,0.7648809552192688
0.08736894948054105,0.8953590393066406,1.1933553218841553,888,21.662840127944946,71,0.7355769276618958,0.704365074634552
0.08717797887081347,0.6712315678596497,1.0467145442962646,900,21.940906047821045,72,0.8541666865348816,0.7509920597076416
0.08698658900466592,0.7654643654823303,1.1057378053665161,913,22.222849130630493,73,0.8365384340286255,0.7589285969734192
0.08679477710861025,0.8600967526435852,1.0955421924591064,925,22.498460054397583,74,0.765625,0.7420634627342224
0.08660254037844387,0.7644008994102478,1.0190210342407227,938,22.781408071517944,75,0.8125,0.766865074634552
0.08640987597877148,0.7562416195869446,1.0331953763961792,950,23.058696031570435,76,0.828125,0.7371031641960144
0.0862167810425171,0.7753401398658752,1.043808937072754,963,23.348766088485718,77,0.8317307829856873,0.7351190447807312
0.08602325267042626,0.7492570281028748,1.0512456893920898,975,23.635754108428955,78,0.8489583134651184,0.7103174328804016
0.08582928793055822,0.7260807752609253,1.167434573173523,988,23.926881074905396,79,0.8365384340286255,0.7083333134651184
0.08563488385776753,0.724464476108551,1.041198968887329,1000,24.2103590965271,80,0.859375,0.7728174328804016
0.08544003745317531,0.7399337291717529,1.2010549306869507,1013,24.49744701385498,81,0.8413461446762085,0.6180555820465088
0.08524474568362948,0.7535128593444824,1.1141287088394165,1025,24.778449058532715,82,0.84375,0.7470238208770752
0.08504900548115384,0.7534093260765076,1.057196855545044,1038,25.068104028701782,83,0.8653846383094788,0.72817462682724
0.08485281374238571,0.762597382068634,1.0535181760787964,1050,25.352235078811646,84,0.8489583134651184,0.7579365372657776
0.08465616732800196,0.7578743696212769,1.160081148147583,1063,25.639240026474,85,0.8221153616905212,0.6646825671195984
0.08445906306213286,0.894855260848999,1.0803885459899902,1075,26.003504991531372,86,0.78125,0.6865079402923584
0.08426149773176358,0.6633864045143127,1.1041591167449951,1088,26.317667961120605,87,0.8653846383094788,0.7470238208770752
