polynomialshift/lr,main/loss,validation/main/loss,iteration,elapsed_time,epoch,main/accuracy,validation/main/accuracy
0.09983319421247959,1.1567832231521606,0.8667234182357788,363,2.409761905670166,1,0.5230716466903687,0.6061508059501648
0.09966610925150703,0.7990310192108154,0.7418607473373413,725,4.154160976409912,2,0.6759323477745056,0.6914682388305664
0.099498743710662,0.6797326803207397,0.6812410354614258,1088,5.958204030990601,3,0.7400137782096863,0.7152777910232544
0.09933109617167561,0.5999903678894043,0.5246968269348145,1450,7.750870943069458,4,0.7695096731185913,0.8144841194152832
0.09916316520429011,0.5457279682159424,0.4790065288543701,1813,9.501438856124878,5,0.7897727489471436,0.8273809552192688
0.09899494936611666,0.4987674057483673,0.492636114358902,2175,11.34274697303772,6,0.8156077265739441,0.8154761791229248
0.09882644720249062,0.4588785767555237,0.4016358554363251,2538,13.11574101448059,7,0.8347107172012329,0.8650793433189392
0.09865765724632496,0.428508996963501,0.3863767683506012,2900,14.821034908294678,8,0.8406422734260559,0.8650793433189392
0.09848857801796106,0.40157395601272583,0.3501051664352417,3263,16.6168429851532,9,0.8538222908973694,0.8710317611694336
0.09831920802501751,0.3649594187736511,0.32816630601882935,3625,18.35180687904358,10,0.8698204159736633,0.8978174328804016
0.09814954576223639,0.3541065454483032,0.41484493017196655,3988,20.133038997650146,11,0.8736225962638855,0.8323412537574768
0.09797958971132713,0.3297790288925171,0.2884693145751953,4350,22.001426935195923,12,0.8848411440849304,0.89682537317276
0.09780933834080807,0.32192912697792053,0.29630210995674133,4713,23.76469898223877,13,0.8841253519058228,0.8878968358039856
0.0976387901058454,0.29569610953330994,0.3304384648799896,5075,25.52298402786255,14,0.8967541456222534,0.8819444179534912
0.09746794344808964,0.2934699058532715,0.35977473855018616,5438,27.342653036117554,15,0.8960055112838745,0.8730158805847168
0.09729679679550951,0.2914350628852844,0.24744172394275665,5800,29.180781841278076,16,0.9003798365592957,0.920634925365448
0.0971253485622231,0.2691083550453186,0.2639118432998657,6163,30.93923282623291,17,0.913223147392273,0.8978174328804016
0.09695359714832658,0.2863873243331909,0.27497416734695435,6525,32.69381594657898,18,0.8983080387115479,0.8998016119003296
0.09678154093971984,0.2516966462135315,0.2183167040348053,6888,34.53863191604614,19,0.9211432337760925,0.9275793433189392
0.09660917830792959,0.25562551617622375,0.24721422791481018,7250,36.31602501869202,20,0.9121201634407043,0.903769850730896
0.09643650760992956,0.24446985125541687,0.21783868968486786,7613,38.11242485046387,21,0.9195936918258667,0.9285714030265808
0.09626352718795768,0.23568131029605865,0.232246994972229,7975,39.93681287765503,22,0.9188535809516907,0.9186508059501648
0.0960902353693305,0.23863036930561066,0.20134691894054413,8338,41.697993993759155,23,0.9204545617103577,0.932539701461792
0.0959166304662544,0.23694667220115662,0.1979169398546219,8700,43.4608838558197,24,0.9221339821815491,0.9394841194152832
0.09574271077563382,0.23458556830883026,0.2582816481590271,9063,45.29811096191406,25,0.9240702390670776,0.903769850730896
0.09556847457887635,0.23196440935134888,0.2768213748931885,9425,47.13097596168518,26,0.9191988706588745,0.9027777910232544
0.09539392014169457,0.20552796125411987,0.18391555547714233,9788,48.87665390968323,27,0.9357782602310181,0.9384920597076416
0.09521904571390466,0.19614394009113312,0.25222790241241455,10150,50.70126986503601,28,0.9368094205856323,0.8998016119003296
0.09504384952922168,0.23325684666633606,0.22992342710494995,10513,52.433408975601196,29,0.9201101660728455,0.9166666865348816
