main/loss,validation/main/loss,iteration,exponentialshift/lr,epoch,main/accuracy,validation/main/accuracy
1.9411835670471191,1.5952335596084595,1563,0.0097,1,0.2668546140193939,0.40380001068115234
1.3419365882873535,1.1155949831008911,3125,0.009408999999999999,2,0.5088628530502319,0.5896000862121582
1.0128587484359741,0.9230154156684875,4688,0.00912673,3,0.6409348845481873,0.6743000149726868
0.8148348331451416,0.882380485534668,6250,0.008852928099999999,4,0.7174496054649353,0.7000001072883606
0.6817612051963806,0.7385832071304321,7813,0.008587340257,5,0.7637755870819092,0.750499963760376
0.5791393518447876,0.6957100033760071,9375,0.008329720049289998,6,0.799795925617218,0.7710000872612
0.491028368473053,0.6489930152893066,10938,0.008079828447811297,7,0.8333933353424072,0.7838999032974243
0.4204130470752716,0.585502028465271,12500,0.007837433594376959,8,0.8561539649963379,0.8062999844551086
0.35337644815444946,0.6294589042663574,14063,0.007602310586545651,9,0.8797784447669983,0.7962000966072083
0.2966777980327606,0.6209215521812439,15625,0.007374241268949281,10,0.8980273604393005,0.807499885559082
0.24427847564220428,0.6439704895019531,17188,0.007153014030880802,11,0.9176863431930542,0.8034999966621399
0.20964117348194122,0.6471642255783081,18750,0.006938423609954378,12,0.9279569387435913,0.8165000081062317
0.17782077193260193,0.6130740642547607,20313,0.006730270901655747,13,0.9389195442199707,0.8166000247001648
0.15847145020961761,0.690010666847229,21875,0.006528362774606074,14,0.9459426999092102,0.8069000244140625
0.13730120658874512,0.7841267585754395,23438,0.006332511891367892,15,0.9526751637458801,0.8011000752449036
0.11345433443784714,0.7213816046714783,25000,0.006142536534626855,16,0.9619078040122986,0.8168999552726746
0.1017782911658287,0.7053447961807251,26563,0.005958260438588049,17,0.9646912813186646,0.8114000558853149
0.08575102686882019,0.7565852403640747,28125,0.005779512625430408,18,0.9710907340049744,0.8238999247550964
0.06640945374965668,0.7940894365310669,29688,0.005606127246667495,19,0.9783269166946411,0.8109000325202942
0.05967139080166817,0.795320451259613,31250,0.00543794342926747,20,0.9807538390159607,0.8190000653266907
0.05446295440196991,0.7625201940536499,32813,0.005274805126389446,21,0.9822656512260437,0.8207999467849731
0.04538692533969879,0.7077258825302124,34375,0.005116560972597763,22,0.984635055065155,0.8292999267578125
0.03977971524000168,0.786381721496582,35938,0.004963064143419829,23,0.987384021282196,0.8205999135971069
0.03415758162736893,0.7548432946205139,37500,0.004814172219117234,24,0.9892765879631042,0.8367999792098999
0.026615576818585396,0.8468953967094421,39063,0.004669747052543717,25,0.9920425415039062,0.8212000727653503
0.019355814903974533,0.819567859172821,40625,0.004529654640967405,26,0.9943581819534302,0.8357999920845032
0.0217606071382761,0.7514228820800781,42188,0.004393765001738383,27,0.9931021928787231,0.831200122833252
0.01885944791138172,0.8320710062980652,43750,0.004261952051686231,28,0.9943181872367859,0.8337999582290649
0.016502579674124718,0.7997957468032837,45313,0.004134093490135644,29,0.9953814744949341,0.830000102519989
0.010647633112967014,0.7931556105613708,46875,0.004010070685431575,30,0.9974992275238037,0.8354999423027039
0.011918184347450733,0.7570080757141113,48438,0.0038897685648686276,31,0.9970409274101257,0.8366000056266785
0.011368312872946262,0.7966742515563965,50000,0.003773075507922569,32,0.9970990419387817,0.8265999555587769
0.014874317683279514,0.7703789472579956,51563,0.0036598832426848918,33,0.9961212277412415,0.8333999514579773
0.00902274064719677,0.7842404842376709,53125,0.0035500867454043446,34,0.9980393648147583,0.8391000628471375
0.013920859433710575,0.7428045868873596,54688,0.0034435841430422143,35,0.9965211153030396,0.8385999798774719
0.012613854371011257,0.774567186832428,56250,0.0033402766187509477,36,0.9967789649963379,0.8337999582290649
0.011667473241686821,0.8005251884460449,57813,0.003240068320188419,37,0.9971609115600586,0.836400032043457
0.013001074083149433,0.7481256723403931,59375,0.0031428662705827665,38,0.9966389536857605,0.8293998837471008
0.013974147848784924,0.7529257535934448,60938,0.003048580282465283,39,0.9966210722923279,0.8368999361991882
0.009274418465793133,0.7632973194122314,62500,0.0029571228739913246,40,0.9981594085693359,0.8388999104499817
0.009063939563930035,0.7806295156478882,64063,0.002868409187771585,41,0.9981405735015869,0.838499903678894
0.00807901844382286,0.7739520072937012,65625,0.0027823569121384374,42,0.9984195232391357,0.8345999717712402
0.010409096255898476,0.7433451414108276,67188,0.002698886204774284,43,0.9974608421325684,0.8366000056266785
0.007785275112837553,0.8139277696609497,68750,0.0026179196186310555,44,0.9984195232391357,0.8283001184463501
0.007916835136711597,0.7829200029373169,70313,0.002539382030072124,45,0.998480498790741,0.8367999792098999
0.008241959847509861,0.7904216647148132,71875,0.00246320056916996,46,0.9982994794845581,0.8386000394821167
0.008910170756280422,0.7668677568435669,73438,0.0023893045520948612,47,0.9982805252075195,0.8394001126289368
0.007531393319368362,0.7446656227111816,75000,0.0023176254155320153,48,0.9984195232391357,0.8353999853134155
0.006394026800990105,0.745441734790802,76563,0.0022480966530660546,49,0.9989803433418274,0.8411000370979309
0.006665784865617752,0.7948330640792847,78125,0.002180653753474073,50,0.9989596605300903,0.8370000123977661
0.007743082940578461,0.7627037763595581,79688,0.0021152341408698506,51,0.9984604716300964,0.8359999656677246
0.010078239254653454,0.7237224578857422,81250,0.0020517771166437553,52,0.997799277305603,0.8345000147819519
0.007405019830912352,0.7931633591651917,82813,0.0019902238031444426,53,0.9988603591918945,0.8365000486373901
0.0038421989884227514,0.7721079587936401,84375,0.0019305170890501092,54,0.9995798468589783,0.8370000123977661
0.004976204596459866,0.8117213249206543,85938,0.0018726015763786059,55,0.9993002414703369,0.8403000831604004
0.004643361084163189,0.8087525367736816,87500,0.0018164235290872477,56,0.9991797208786011,0.8328999280929565
0.005132826045155525,0.8093172311782837,89063,0.00176193082321463,57,0.999360203742981,0.837399959564209
0.005773573648184538,0.8027673959732056,90625,0.0017090728985181911,58,0.9991397261619568,0.8353999257087708
0.004236607346683741,0.7872576117515564,92188,0.0016578007115626452,59,0.9995801448822021,0.8338000178337097
0.003947631921619177,0.8137216567993164,93750,0.0016080666902157658,60,0.999539852142334,0.8366999626159668
0.0028952821157872677,0.8366941213607788,95313,0.001559824689509293,61,0.9998400807380676,0.8377000093460083
0.0025843228213489056,0.8327544927597046,96875,0.001513029948824014,62,0.9998599290847778,0.8366999626159668
0.004389552865177393,0.8296817541122437,98438,0.0014676390503592937,63,0.9995801448822021,0.8373001217842102
0.005257859360426664,0.8010166883468628,100000,0.001423609878848515,64,0.9993597865104675,0.8374999761581421
0.007795178331434727,0.8231609463691711,101563,0.0013809015824830593,65,0.9987204074859619,0.8350000381469727
0.004017351195216179,0.8334682583808899,103125,0.0013394745350085674,66,0.9996799230575562,0.8349999189376831
0.004311518743634224,0.827004075050354,104688,0.0012992902989583106,67,0.9996001124382019,0.8381999135017395
0.0029291368555277586,0.8656388521194458,106250,0.0012603115899895612,68,0.9998999834060669,0.8357999920845032
0.0036239949986338615,0.8535338640213013,107813,0.0012225022422898742,69,0.9997800588607788,0.8363999128341675
0.002857526997104287,0.850864589214325,109375,0.001185827175021178,70,0.9998599290847778,0.8330000638961792
0.0030327823478728533,0.846397876739502,110938,0.0011502523597705426,71,0.9998800158500671,0.8335999250411987
0.003374111605808139,0.8313826322555542,112500,0.0011157447889774265,72,0.9998599290847778,0.8363999128341675
0.006826760247349739,0.7849772572517395,114063,0.0010822724453081033,73,0.9990003108978271,0.8343999981880188
0.0056374939158558846,0.8232395052909851,115625,0.0010498042719488605,74,0.9994398355484009,0.835300087928772
0.003466505091637373,0.834912896156311,117188,0.0010183101437903944,75,0.9997400641441345,0.8371000289916992
0.0027315770275890827,0.8782936930656433,118750,0.0009877608394766827,76,0.9998999834060669,0.8347999453544617
0.0022486806847155094,0.8882471919059753,120313,0.0009581280142923822,77,1.0,0.8353999853134155
0.002589794574305415,0.8587688207626343,121875,0.0009293841738636107,78,0.9998799562454224,0.8342000246047974
0.002370739122852683,0.85383540391922,123438,0.0009015026486477024,79,0.9999600052833557,0.8366000056266785
0.002391890622675419,0.8935686349868774,125000,0.0008744575691882713,80,0.9999799728393555,0.8302997350692749
0.0025005489587783813,0.8737009167671204,126563,0.0008482238421126231,81,0.9999600052833557,0.8329000473022461
0.0033162652980536222,0.8825348019599915,128125,0.0008227771268492444,82,0.9997799396514893,0.8338997960090637
0.002527757780626416,0.8918541669845581,129688,0.000798093813043767,83,1.0,0.8329000473022461
0.002594707068055868,0.8718459010124207,131250,0.000774150998652454,84,0.9999799728393555,0.8314000368118286
0.002949192887172103,0.8785319328308105,132813,0.0007509264686928804,85,0.9998800158500671,0.832599937915802
0.0028442603070288897,0.8794008493423462,134375,0.0007283986746320939,86,0.9999399781227112,0.8301998972892761
0.00327680422924459,0.8599273562431335,135938,0.0007065467143931311,87,0.9998400807380676,0.8324000239372253
0.0029702940955758095,0.8704761266708374,137500,0.0006853503129613371,88,0.9999199509620667,0.8293999433517456
0.00304520595818758,0.8744705319404602,139063,0.000664789803572497,89,0.9998800158500671,0.830099880695343
0.0023732176050543785,0.8968364596366882,140625,0.000644846109465322,90,1.0,0.8298999071121216
0.002974858507514,0.8775676488876343,142188,0.0006255007261813624,91,0.9999000430107117,0.8310998678207397
0.003098058979958296,0.8771188855171204,143750,0.0006067357043959214,92,0.9999199509620667,0.8337999582290649
0.0025282585993409157,0.8988796472549438,145313,0.0005885336332640439,93,0.9999800324440002,0.8309999704360962
0.00251385779120028,0.9056021571159363,146875,0.0005708776242661224,94,0.9999399781227112,0.8311001062393188
0.00250240508466959,0.9091228246688843,148438,0.0005537512955381388,95,0.9999600052833557,0.8311999440193176
0.0024064306635409594,0.8999814987182617,150000,0.0005371387566719946,96,1.0,0.8303998708724976
0.002713483292609453,0.8645309209823608,151563,0.0005210245939718347,97,0.9999200105667114,0.8290999531745911
0.0026375274173915386,0.8993138074874878,153125,0.0005053938561526797,98,0.9999199509620667,0.827299952507019
0.002362177474424243,0.913188099861145,154688,0.0004902320404680993,99,0.9999800324440002,0.8296998739242554
0.002401913981884718,0.9050970077514648,156250,0.0004755250792540563,100,0.9999799728393555,0.8290999531745911
